rider_id,gps_accuracy_meters,accelerometer_variance,gyroscope_variance,wifi_ssid_count,is_spoof
12319,132.3,0.021,0.015,1,1
12320,5.1,2.185,2.294,8,0
12321,10.1,0.785,1.5,8,0
12322,7.7,3.0,0.963,7,0
12323,7.1,1.797,1.678,13,0
12324,130.0,0.02,0.027,1,1
12325,9.6,2.918,1.406,8,0
12326,8.1,1.954,2.115,4,0
12327,12.9,0.758,0.468,12,0
12328,231.6,0.049,0.011,2,1
12329,6.1,1.994,2.409,6,0
12330,188.9,0.013,0.014,2,1
12331,9.4,0.621,1.037,9,0
12332,232.4,0.076,0.012,1,1
12333,3.0,2.807,2.314,12,0
12334,11.4,2.978,0.493,5,0
12335,16.7,0.978,1.161,10,0
12336,17.3,2.676,2.317,7,0
12337,6.2,0.866,0.778,13,0
12338,197.7,0.014,0.02,1,1
12339,17.4,1.193,1.074,13,0
12340,9.4,2.899,1.947,11,0
12341,18.8,2.239,0.732,4,0
12342,18.3,1.498,1.652,5,0
12343,186.4,0.037,0.071,1,1
12344,6.7,1.088,0.93,3,0
12345,130.1,0.073,0.03,1,1
12346,148.9,0.076,0.044,1,1
12347,18.3,2.387,2.207,13,0
12348,18.8,2.587,2.321,8,0
12349,271.8,0.043,0.044,2,1
12350,12.7,2.948,1.639,8,0
12351,12.2,2.395,0.885,8,0
12352,9.0,1.026,0.977,9,0
12353,13.4,2.479,1.051,8,0
12354,19.1,1.305,2.032,14,0
12355,5.1,2.989,0.931,11,0
12356,4.2,1.442,2.444,7,0
12357,194.0,0.044,0.08,2,1
12358,8.5,1.098,2.499,13,0
12359,8.1,2.146,1.364,3,0
12360,9.8,0.773,1.638,3,0
12361,11.1,2.884,0.989,3,0
12362,15.6,1.236,1.668,4,0
12363,9.1,1.239,2.445,6,0
12364,8.0,0.615,0.464,8,0
12365,16.9,1.115,1.008,9,0
12366,17.3,1.547,0.991,7,0
12367,181.1,0.055,0.036,1,1
12368,7.7,1.183,0.679,4,0
12369,63.3,0.039,0.029,2,1
12370,217.7,0.033,0.077,1,1
12371,7.9,2.446,2.207,14,0
12372,10.1,1.597,1.424,11,0
12373,5.4,1.227,0.909,12,0
12374,221.5,0.062,0.051,2,1
12375,9.6,1.886,2.167,6,0
12376,15.6,1.256,1.387,7,0
12377,17.1,2.077,1.899,14,0
12378,19.6,2.974,0.781,7,0
12379,3.3,0.603,2.369,14,0
12380,5.9,0.922,0.603,4,0
12381,15.6,0.948,0.866,6,0
12382,11.7,1.618,1.006,9,0
12383,7.9,0.604,0.721,13,0
12384,5.7,1.694,1.254,14,0
12385,7.0,2.822,1.361,4,0
12386,9.7,0.529,1.489,7,0
12387,222.7,0.052,0.03,2,1
12388,72.8,0.044,0.03,2,1
12389,3.9,0.886,2.096,9,0
12390,19.7,0.694,2.102,12,0
12391,17.2,2.077,1.093,9,0
12392,9.6,0.525,1.368,14,0
12393,15.3,2.504,0.785,13,0
12394,14.1,0.667,2.126,10,0
12395,5.8,1.811,2.409,13,0
12396,8.1,2.35,1.012,3,0
12397,11.2,1.105,2.042,5,0
12398,13.5,0.759,1.14,3,0
12399,11.8,0.939,0.406,9,0
12400,10.5,2.637,1.659,7,0
12401,10.0,2.264,1.262,4,0
12402,125.1,0.017,0.016,1,1
12403,9.8,2.29,1.972,4,0
12404,142.8,0.015,0.049,2,1
12405,18.0,2.994,1.319,7,0
12406,13.4,1.479,1.413,6,0
12407,15.0,2.662,1.241,10,0
12408,12.8,1.616,1.024,5,0
12409,13.6,2.744,1.739,5,0
12410,12.4,0.729,2.139,10,0
12411,2.5,0.938,0.731,4,0
12412,20.0,2.625,2.462,5,0
12413,2.6,2.548,1.836,6,0
12414,9.1,1.264,2.038,12,0
12415,3.9,1.992,2.498,5,0
12416,256.6,0.046,0.061,1,1
12417,16.3,0.526,0.55,10,0
12418,9.7,0.565,2.06,8,0
12419,16.4,0.636,2.229,5,0
12420,6.9,1.985,0.741,9,0
12421,6.6,1.198,0.451,6,0
12422,295.2,0.053,0.043,1,1
12423,13.1,2.853,1.08,4,0
12424,153.7,0.056,0.072,2,1
12425,10.1,2.185,0.405,10,0
12426,8.8,2.735,2.088,4,0
12427,19.5,0.91,2.195,11,0
12428,4.1,1.037,2.103,14,0
12429,10.8,1.935,0.573,9,0
12430,9.4,1.771,1.826,13,0
12431,3.8,1.803,2.403,8,0
12432,188.6,0.073,0.044,1,1
12433,2.5,2.875,0.467,5,0
12434,51.8,0.067,0.034,2,1
12435,12.9,2.401,1.754,13,0
12436,16.7,1.081,1.758,11,0
12437,52.2,0.02,0.028,1,1
12438,68.6,0.066,0.027,2,1
12439,14.6,1.614,1.235,7,0
12440,18.3,2.511,1.315,12,0
12441,3.7,0.747,0.704,8,0
12442,8.0,1.189,1.039,7,0
12443,14.8,1.433,1.335,3,0
12444,19.3,0.76,0.948,11,0
12445,229.9,0.057,0.032,2,1
12446,94.5,0.068,0.079,1,1
12447,5.5,2.59,1.633,8,0
12448,4.1,1.96,2.02,7,0
12449,239.5,0.069,0.035,2,1
12450,9.8,1.156,1.752,8,0
12451,5.5,2.138,1.262,5,0
12452,18.8,1.611,2.329,11,0
12453,3.9,2.927,1.091,14,0
12454,158.0,0.034,0.047,2,1
12455,13.3,2.763,2.346,8,0
12456,3.6,1.4,0.67,8,0
12457,8.1,1.42,2.389,4,0
12458,262.5,0.028,0.029,2,1
12459,267.6,0.049,0.02,1,1
12460,10.6,2.261,1.184,12,0
12461,2.1,1.199,2.299,14,0
12462,19.6,2.583,0.492,7,0
12463,8.3,1.949,1.307,13,0
12464,6.6,1.617,1.989,4,0
12465,6.0,2.664,2.103,11,0
12466,4.9,1.486,0.825,4,0
12467,20.0,2.135,0.5,10,0
12468,7.3,1.665,2.086,13,0
12469,270.0,0.031,0.055,2,1
12470,17.7,0.601,0.701,3,0
12471,13.6,1.653,0.58,5,0
12472,185.9,0.034,0.048,2,1
12473,18.2,1.732,1.624,13,0
12474,15.5,2.619,2.193,8,0
12475,6.1,1.278,0.466,13,0
12476,13.6,2.71,2.224,4,0
12477,18.6,1.509,2.263,11,0
12478,10.9,2.236,1.337,4,0
12479,247.1,0.015,0.015,2,1
12480,19.5,1.0,2.388,3,0
12481,14.4,2.403,0.551,13,0
12482,3.8,0.531,1.64,5,0
12483,6.4,2.921,1.436,7,0
12484,12.7,0.977,2.154,9,0
12485,7.0,2.753,1.455,5,0
12486,19.2,1.79,1.385,11,0
12487,9.3,1.911,2.249,6,0
12488,10.2,0.71,2.424,11,0
12489,14.6,1.413,1.553,5,0
12490,215.5,0.079,0.072,1,1
12491,8.9,1.815,2.145,14,0
12492,3.4,1.877,2.145,5,0
12493,12.7,2.274,1.071,6,0
12494,17.6,2.696,1.61,4,0
12495,14.3,1.67,0.724,7,0
12496,8.9,1.083,1.735,11,0
12497,4.3,1.334,2.151,10,0
12498,16.7,2.618,0.794,10,0
12499,96.7,0.032,0.046,1,1
12500,9.0,2.068,1.343,10,0
12501,145.4,0.065,0.033,1,1
12502,9.4,1.114,1.936,9,0
12503,11.0,1.979,1.065,13,0
12504,17.1,1.641,0.91,12,0
12505,290.6,0.08,0.065,1,1
12506,243.1,0.078,0.018,1,1
12507,5.9,1.086,1.646,8,0
12508,8.1,1.202,1.762,5,0
12509,13.6,2.211,1.573,7,0
12510,2.5,1.846,1.687,12,0
12511,12.7,0.536,2.264,14,0
12512,115.7,0.054,0.043,2,1
12513,14.1,2.05,0.713,7,0
12514,4.5,0.697,1.632,12,0
12515,15.2,2.369,1.323,3,0
12516,13.6,1.805,1.0,3,0
12517,19.5,1.012,1.725,12,0
12518,18.4,1.898,1.473,8,0
12519,120.2,0.048,0.048,2,1
12520,2.5,2.8,0.596,6,0
12521,13.8,2.355,1.036,9,0
12522,12.9,1.255,0.454,7,0
12523,2.5,0.795,1.967,4,0
12524,4.2,2.633,2.316,7,0
12525,12.5,2.615,1.633,14,0
12526,18.4,0.938,1.696,4,0
12527,113.5,0.032,0.064,1,1
12528,4.7,2.28,1.458,3,0
12529,8.9,2.306,1.506,5,0
12530,132.2,0.07,0.036,2,1
12531,10.4,2.171,2.043,7,0
12532,282.1,0.034,0.07,2,1
12533,16.2,1.152,1.919,6,0
12534,11.0,1.311,1.246,13,0
12535,158.4,0.017,0.059,1,1
12536,141.1,0.031,0.064,1,1
12537,18.8,1.747,0.522,9,0
12538,6.1,1.245,2.458,9,0
12539,7.8,2.71,0.912,12,0
12540,109.8,0.032,0.078,2,1
12541,15.2,2.493,1.187,7,0
12542,273.1,0.06,0.069,1,1
12543,9.0,1.134,1.652,3,0
12544,11.3,0.996,1.885,11,0
12545,10.4,2.687,0.439,4,0
12546,18.7,1.897,2.156,9,0
12547,289.3,0.022,0.034,1,1
12548,17.0,2.727,1.49,12,0
12549,130.9,0.032,0.055,1,1
12550,16.3,1.355,2.478,7,0
12551,9.8,2.108,2.083,8,0
12552,204.2,0.015,0.071,2,1
12553,3.1,1.383,2.044,7,0
12554,14.2,0.858,1.318,11,0
12555,8.7,1.881,2.227,14,0
12556,289.6,0.069,0.047,1,1
12557,174.9,0.061,0.058,2,1
12558,2.4,1.711,1.303,11,0
12559,167.2,0.041,0.022,2,1
12560,5.5,0.636,0.783,7,0
12561,9.6,2.736,1.001,8,0
12562,181.9,0.04,0.067,2,1
12563,17.7,2.081,0.561,3,0
12564,58.3,0.022,0.063,1,1
12565,16.6,2.526,1.982,9,0
12566,16.1,2.094,2.239,10,0
12567,9.5,2.259,1.931,3,0
12568,11.0,2.802,1.507,13,0
12569,14.6,2.53,0.608,12,0
12570,2.6,2.025,2.137,6,0
12571,18.0,2.147,0.66,4,0
12572,15.9,0.868,1.209,7,0
12573,6.5,1.675,0.506,4,0
12574,19.7,1.252,1.89,11,0
12575,5.2,1.58,1.457,11,0
12576,18.5,2.156,2.306,12,0
12577,125.0,0.037,0.072,2,1
12578,15.7,0.543,2.12,7,0
12579,224.7,0.073,0.06,2,1
12580,15.3,1.305,1.169,3,0
12581,4.8,1.551,1.751,12,0
12582,291.7,0.02,0.071,2,1
12583,3.8,2.268,1.325,5,0
12584,17.6,1.319,0.889,6,0
12585,7.3,0.948,2.323,9,0
12586,14.5,2.046,1.057,9,0
12587,16.8,2.144,2.496,13,0
12588,18.2,1.709,2.011,9,0
12589,3.9,1.032,1.844,9,0
12590,18.1,0.571,0.426,13,0
12591,192.2,0.064,0.021,2,1
12592,15.3,1.643,1.455,11,0
12593,15.1,2.47,1.19,6,0
12594,97.6,0.013,0.067,2,1
12595,6.0,1.532,1.172,8,0
12596,10.9,2.49,0.557,3,0
12597,9.6,2.983,1.011,3,0
12598,18.5,2.292,0.576,8,0
12599,8.5,2.321,1.98,3,0
12600,18.9,2.774,1.809,3,0
12601,156.7,0.032,0.077,2,1
12602,172.5,0.069,0.067,1,1
12603,88.1,0.041,0.053,2,1
12604,16.9,1.726,1.634,8,0
12605,3.9,2.464,1.757,3,0
12606,12.6,2.531,1.55,14,0
12607,4.6,1.494,2.036,9,0
12608,7.4,1.853,0.488,4,0
12609,13.2,1.85,0.569,9,0
12610,132.3,0.059,0.075,1,1
12611,2.7,0.794,1.006,12,0
12612,11.6,1.859,1.641,6,0
12613,161.3,0.017,0.017,1,1
12614,3.4,1.365,1.896,13,0
12615,11.0,0.965,0.99,11,0
12616,14.8,2.267,1.765,3,0
12617,3.0,2.68,0.647,9,0
12618,115.5,0.058,0.011,1,1
12619,12.4,1.525,1.859,9,0
12620,17.0,2.992,1.903,12,0
12621,5.9,0.553,1.706,3,0
12622,17.0,1.261,0.944,3,0
12623,3.7,1.197,2.348,8,0
12624,9.3,1.391,2.239,10,0
12625,5.6,1.076,1.483,13,0
12626,17.8,1.161,2.477,5,0
12627,14.7,1.144,1.027,12,0
12628,2.5,1.764,1.431,13,0
12629,2.2,1.478,2.349,4,0
12630,138.5,0.067,0.078,2,1
12631,119.1,0.066,0.058,1,1
12632,13.3,0.959,0.567,11,0
12633,203.2,0.041,0.018,1,1
12634,19.0,1.68,0.732,8,0
12635,19.1,0.883,1.587,9,0
12636,13.9,0.917,1.069,3,0
12637,2.1,2.492,0.562,7,0
12638,8.5,2.257,1.471,8,0
12639,11.2,1.766,1.805,12,0
12640,194.7,0.073,0.034,2,1
12641,187.9,0.05,0.062,1,1
12642,19.3,2.091,1.412,9,0
12643,17.9,2.698,1.22,6,0
12644,4.0,1.89,1.837,7,0
12645,6.8,1.192,0.428,8,0
12646,17.0,0.607,1.73,11,0
12647,16.8,0.939,1.252,6,0
12648,7.0,2.125,1.351,6,0
12649,74.2,0.067,0.063,2,1
12650,14.1,1.704,0.667,3,0
12651,10.5,2.247,1.243,14,0
12652,5.6,1.271,1.047,13,0
12653,18.0,2.173,2.416,9,0
12654,95.9,0.025,0.022,2,1
12655,5.0,1.597,1.752,14,0
12656,77.7,0.025,0.043,2,1
12657,65.8,0.063,0.067,2,1
12658,18.0,1.401,1.126,6,0
12659,6.0,2.511,1.668,12,0
12660,111.7,0.055,0.078,1,1
12661,98.6,0.057,0.054,1,1
12662,12.8,2.102,0.494,9,0
12663,13.8,1.448,2.146,9,0
12664,9.5,1.371,1.625,6,0
12665,10.6,2.135,0.523,5,0
12666,18.0,0.827,2.231,6,0
12667,231.2,0.027,0.055,1,1
12668,10.9,1.426,2.191,12,0
12669,4.3,2.076,2.026,14,0
12670,2.1,1.748,1.824,13,0
12671,4.2,1.798,1.234,9,0
12672,19.2,2.345,0.686,5,0
12673,224.0,0.038,0.043,2,1
12674,19.4,1.126,1.129,7,0
12675,2.6,0.686,1.152,10,0
12676,14.2,2.601,1.588,7,0
12677,2.8,2.712,0.838,8,0
12678,16.1,0.911,0.798,11,0
12679,8.9,1.274,1.906,11,0
12680,3.7,1.206,0.416,8,0
12681,12.2,2.844,0.714,14,0
12682,7.0,1.012,1.313,7,0
12683,13.9,0.916,0.713,10,0
12684,100.3,0.028,0.048,1,1
12685,14.7,2.325,1.807,13,0
12686,19.9,2.72,1.309,5,0
12687,9.0,1.483,0.636,8,0
12688,10.4,0.84,1.209,10,0
12689,16.5,1.964,1.766,8,0
12690,12.4,1.025,2.435,12,0
12691,2.7,0.66,1.393,8,0
12692,17.2,2.716,1.854,6,0
12693,91.4,0.015,0.017,2,1
12694,5.1,2.94,1.71,9,0
12695,3.8,1.685,0.902,9,0
12696,3.4,1.235,0.816,3,0
12697,86.2,0.024,0.034,1,1
12698,130.0,0.08,0.046,2,1
12699,10.0,1.108,1.915,11,0
12700,6.6,1.139,2.368,8,0
12701,4.3,2.879,1.227,6,0
12702,13.9,2.325,1.077,10,0
12703,6.1,0.834,0.769,14,0
12704,2.3,0.732,1.22,9,0
12705,9.5,2.607,1.575,12,0
12706,123.5,0.026,0.029,1,1
12707,57.1,0.021,0.035,1,1
12708,10.0,0.99,1.791,6,0
12709,14.0,1.701,0.605,10,0
12710,192.0,0.059,0.078,1,1
12711,18.9,2.83,2.291,13,0
12712,11.3,0.924,0.455,11,0
12713,10.5,1.789,1.558,10,0
12714,5.8,0.894,1.668,6,0
12715,15.6,1.61,1.891,14,0
12716,4.5,1.0,1.21,5,0
12717,10.8,2.59,2.119,6,0
12718,9.6,1.137,1.534,13,0
12719,13.8,1.543,1.259,14,0
12720,18.5,1.519,1.91,4,0
12721,274.5,0.052,0.01,2,1
12722,5.0,2.394,2.105,5,0
12723,6.7,0.644,2.354,5,0
12724,16.6,0.668,0.958,14,0
12725,11.3,1.878,0.649,14,0
12726,10.2,1.569,1.522,3,0
12727,14.8,1.189,0.493,10,0
12728,12.8,2.482,1.817,10,0
12729,19.5,0.822,0.904,11,0
12730,12.5,2.935,1.354,13,0
12731,10.4,0.56,1.777,14,0
12732,11.8,0.796,1.415,7,0
12733,16.6,1.278,0.896,13,0
12734,13.0,1.773,2.249,6,0
12735,13.6,1.04,2.006,11,0
12736,19.5,2.341,1.662,5,0
12737,13.1,1.394,1.867,6,0
12738,8.8,0.596,1.272,10,0
12739,14.4,2.694,1.189,4,0
12740,13.9,2.86,0.736,5,0
12741,2.2,2.046,2.088,13,0
12742,10.4,2.516,1.2,5,0
12743,184.7,0.062,0.031,2,1
12744,66.0,0.056,0.051,2,1
12745,16.0,1.313,2.072,13,0
12746,10.1,2.902,0.621,4,0
12747,19.7,1.781,1.713,10,0
12748,7.3,0.519,2.096,9,0
12749,3.7,1.45,1.787,3,0
12750,9.7,0.519,1.862,10,0
12751,199.9,0.026,0.03,2,1
12752,8.3,1.637,1.574,3,0
12753,6.4,1.308,0.538,11,0
12754,14.1,0.582,0.927,3,0
12755,8.8,0.791,1.916,7,0
12756,171.2,0.045,0.057,1,1
12757,276.7,0.022,0.031,2,1
12758,140.8,0.028,0.055,1,1
12759,8.8,2.329,1.836,3,0
12760,12.2,0.908,2.499,5,0
12761,10.1,0.805,2.07,14,0
12762,17.7,2.599,1.718,7,0
12763,17.8,1.348,0.642,4,0
12764,8.2,1.581,1.162,3,0
12765,3.7,2.869,0.926,11,0
12766,5.0,1.56,2.193,10,0
12767,8.6,0.509,1.337,5,0
12768,12.2,2.845,1.524,8,0
12769,13.8,0.535,2.426,10,0
12770,8.0,2.156,2.157,8,0
12771,14.0,1.307,2.059,10,0
12772,18.9,1.676,0.699,5,0
12773,13.7,1.868,0.448,14,0
12774,238.0,0.079,0.069,1,1
12775,12.4,2.436,1.955,10,0
12776,11.8,2.827,1.263,13,0
12777,17.7,0.716,0.647,12,0
12778,59.6,0.061,0.056,2,1
12779,9.6,0.822,0.809,12,0
12780,12.8,0.701,1.637,10,0
12781,11.4,2.89,1.957,8,0
12782,14.9,1.723,1.677,12,0
12783,2.7,0.882,2.487,8,0
12784,12.1,1.925,1.312,11,0
12785,230.4,0.065,0.013,2,1
12786,60.4,0.012,0.066,2,1
12787,13.9,2.062,1.458,9,0
12788,4.8,2.673,2.19,14,0
12789,7.6,0.508,2.389,11,0
12790,136.2,0.037,0.025,2,1
12791,13.7,0.741,1.516,12,0
12792,287.0,0.049,0.054,2,1
12793,12.4,2.864,1.621,5,0
12794,4.7,2.84,1.379,13,0
12795,225.8,0.02,0.055,1,1
12796,10.3,2.108,0.537,7,0
12797,4.0,2.62,1.317,12,0
12798,19.9,0.646,0.791,11,0
12799,5.0,0.799,2.262,3,0
12800,16.1,1.293,2.0,6,0
12801,16.9,2.581,1.699,14,0
12802,19.9,1.681,0.5,13,0
12803,281.3,0.069,0.066,1,1
12804,174.0,0.02,0.045,2,1
12805,19.2,2.121,1.322,14,0
12806,5.1,2.72,1.781,14,0
12807,10.6,1.324,2.202,11,0
12808,3.1,2.048,1.992,8,0
12809,13.2,1.33,1.394,12,0
12810,201.6,0.055,0.036,1,1
12811,179.4,0.049,0.046,1,1
12812,16.4,1.349,2.387,12,0
12813,2.7,1.55,2.122,7,0
12814,16.5,0.728,0.457,10,0
12815,2.5,2.665,2.044,4,0
12816,13.8,2.895,0.758,4,0
12817,3.4,1.694,1.599,6,0
12818,6.5,1.053,2.094,11,0
12819,15.0,2.162,1.579,7,0
12820,169.7,0.069,0.048,1,1
12821,11.2,1.131,1.075,10,0
12822,18.5,0.596,1.041,14,0
12823,2.9,2.724,2.159,13,0
12824,194.6,0.032,0.068,2,1
12825,3.2,2.573,2.129,11,0
12826,4.3,1.6,0.994,12,0
12827,59.7,0.03,0.024,2,1
12828,19.9,1.953,0.477,4,0
12829,5.2,1.437,0.834,3,0
12830,18.1,2.607,1.48,7,0
12831,96.4,0.069,0.069,1,1
12832,8.9,2.748,0.635,9,0
12833,103.7,0.025,0.036,2,1
12834,16.0,2.369,1.683,4,0
12835,9.1,2.126,1.058,8,0
12836,4.9,2.634,0.434,3,0
12837,9.8,1.733,1.305,14,0
12838,15.9,0.954,1.044,14,0
12839,16.1,2.42,1.611,3,0
12840,6.1,2.799,2.353,4,0
12841,5.1,1.353,1.047,7,0
12842,145.7,0.062,0.062,1,1
12843,2.8,1.184,0.581,12,0
12844,158.6,0.023,0.033,1,1
12845,2.8,2.209,1.897,12,0
12846,234.9,0.071,0.06,1,1
12847,91.4,0.069,0.066,2,1
12848,7.4,2.533,1.001,7,0
12849,192.5,0.065,0.049,1,1
12850,10.7,2.753,2.408,7,0
12851,118.1,0.044,0.053,1,1
12852,178.9,0.012,0.06,2,1
12853,14.0,2.565,1.954,7,0
12854,5.8,2.865,2.127,12,0
12855,8.4,1.269,2.078,8,0
12856,16.1,0.522,2.486,13,0
12857,13.6,1.307,2.102,14,0
12858,7.9,1.457,1.791,11,0
12859,14.0,2.403,1.19,4,0
12860,206.7,0.019,0.058,2,1
12861,12.7,1.032,2.249,8,0
12862,195.6,0.042,0.061,1,1
12863,103.8,0.013,0.069,1,1
12864,16.5,2.398,1.087,12,0
12865,16.8,1.403,2.416,9,0
12866,14.6,2.157,2.068,3,0
12867,3.4,0.685,0.793,7,0
12868,12.5,1.216,0.425,7,0
12869,16.8,1.562,1.805,3,0
12870,227.4,0.014,0.025,2,1
12871,5.6,1.909,0.574,4,0
12872,12.6,0.613,2.429,5,0
12873,16.9,2.505,1.697,7,0
12874,213.4,0.019,0.025,1,1
12875,283.0,0.028,0.078,1,1
12876,208.5,0.062,0.07,1,1
12877,12.8,1.72,1.572,4,0
12878,13.7,0.681,1.61,6,0
12879,230.1,0.013,0.051,1,1
12880,4.3,1.743,0.676,3,0
12881,6.2,1.526,1.994,6,0
12882,13.1,0.589,1.608,8,0
12883,2.3,2.697,2.175,12,0
12884,13.4,2.507,2.147,9,0
12885,14.0,2.083,0.425,8,0
12886,6.3,1.931,0.939,14,0
12887,12.8,2.237,0.78,3,0
12888,11.6,0.86,1.37,7,0
12889,6.7,2.832,2.301,7,0
12890,10.3,1.212,0.411,8,0
12891,18.4,2.141,1.425,7,0
12892,9.7,2.017,2.258,11,0
12893,13.3,2.092,2.345,8,0
12894,2.6,2.697,1.78,13,0
12895,3.4,1.24,2.142,11,0
12896,3.5,2.372,1.081,6,0
12897,252.8,0.079,0.011,1,1
12898,8.3,0.69,0.503,8,0
12899,6.1,1.535,1.457,3,0
12900,15.5,2.595,1.357,12,0
12901,76.5,0.029,0.07,2,1
12902,6.4,1.706,0.638,4,0
12903,9.8,1.722,0.885,8,0
12904,8.0,2.045,0.828,5,0
12905,12.5,2.71,2.382,11,0
12906,8.1,0.934,2.43,4,0
12907,9.1,1.762,0.407,3,0
12908,17.5,1.561,0.758,9,0
12909,17.9,1.24,2.266,7,0
12910,224.1,0.032,0.063,1,1
12911,17.6,0.52,2.381,7,0
12912,12.3,0.805,1.198,6,0
12913,129.6,0.027,0.077,2,1
12914,255.8,0.052,0.011,1,1
12915,170.0,0.011,0.012,2,1
12916,195.2,0.017,0.046,2,1
12917,115.1,0.017,0.07,1,1
12918,16.6,0.98,2.468,8,0
12919,212.6,0.057,0.079,1,1
12920,58.9,0.033,0.032,1,1
12921,5.4,1.168,2.377,12,0
12922,6.9,2.672,0.88,11,0
12923,237.1,0.041,0.013,2,1
12924,11.1,0.505,0.86,14,0
12925,90.8,0.076,0.024,1,1
12926,8.9,0.697,1.938,7,0
12927,5.3,2.138,0.706,5,0
12928,6.8,0.879,0.595,12,0
12929,14.7,0.656,1.151,4,0
12930,17.4,2.399,0.527,11,0
12931,2.4,1.668,0.777,5,0
12932,12.2,1.998,0.547,6,0
12933,2.6,1.563,2.242,8,0
12934,3.5,0.668,2.037,7,0
12935,14.7,2.349,2.205,8,0
12936,15.2,2.551,2.223,4,0
12937,16.7,0.604,2.383,7,0
12938,10.5,1.439,0.792,6,0
12939,17.5,1.893,2.29,3,0
12940,5.0,2.013,1.503,6,0
12941,6.5,1.945,0.749,13,0
12942,4.4,2.232,1.777,4,0
12943,106.9,0.024,0.071,1,1
12944,50.2,0.015,0.043,1,1
12945,128.3,0.041,0.07,1,1
12946,13.2,2.248,1.29,14,0
12947,3.4,1.981,2.136,3,0
12948,2.8,1.467,1.053,3,0
12949,3.9,2.06,2.009,13,0
12950,147.1,0.021,0.041,2,1
12951,14.5,1.962,1.227,12,0
12952,12.1,1.013,0.668,3,0
12953,5.8,1.765,2.213,4,0
12954,108.5,0.02,0.014,1,1
12955,107.6,0.039,0.053,2,1
12956,11.0,2.377,2.477,13,0
12957,273.2,0.057,0.04,1,1
12958,10.1,0.883,0.403,3,0
12959,131.6,0.027,0.044,2,1
12960,230.6,0.071,0.076,2,1
12961,109.3,0.035,0.042,2,1
12962,4.4,1.228,1.555,7,0
12963,9.3,2.417,1.34,14,0
12964,7.9,2.536,1.23,5,0
12965,5.9,2.731,0.458,14,0
12966,252.3,0.075,0.066,2,1
12967,17.9,1.912,2.01,10,0
12968,5.6,1.995,2.059,7,0
12969,8.3,1.301,1.712,13,0
12970,15.7,0.942,1.117,7,0
12971,5.8,0.827,0.447,8,0
12972,12.6,0.955,2.281,14,0
12973,14.6,2.835,1.301,6,0
12974,13.8,0.911,1.662,7,0
12975,219.4,0.044,0.014,2,1
12976,14.7,0.962,0.698,14,0
12977,239.1,0.061,0.044,2,1
12978,8.2,1.416,2.077,7,0
12979,17.8,1.53,1.758,14,0
12980,2.4,1.511,1.704,12,0
12981,7.2,2.541,2.331,14,0
12982,2.9,1.046,0.733,8,0
12983,13.7,2.578,0.758,11,0
12984,3.8,2.143,0.798,10,0
12985,17.2,1.051,1.289,6,0
12986,13.6,0.664,2.236,4,0
12987,2.5,2.437,2.251,6,0
12988,14.9,1.047,1.64,8,0
12989,159.9,0.069,0.051,1,1
12990,13.9,0.824,2.285,9,0
12991,2.5,2.041,1.711,13,0
12992,269.9,0.047,0.018,1,1
12993,15.2,2.144,1.88,13,0
12994,143.5,0.07,0.031,2,1
12995,7.9,2.689,1.734,5,0
12996,200.2,0.036,0.062,1,1
12997,17.6,1.776,1.24,9,0
12998,210.0,0.035,0.023,1,1
12999,3.8,1.916,0.705,10,0
13000,17.6,2.867,1.35,7,0
13001,2.5,2.741,0.739,10,0
13002,18.4,1.089,1.449,4,0
13003,7.5,1.157,0.507,5,0
13004,11.1,2.954,2.392,6,0
13005,288.1,0.066,0.019,1,1
13006,18.2,2.884,1.381,6,0
13007,83.6,0.027,0.031,2,1
13008,18.6,0.625,0.805,13,0
13009,83.9,0.06,0.07,2,1
13010,165.5,0.015,0.063,1,1
13011,7.5,2.583,1.719,9,0
13012,279.5,0.054,0.064,1,1
13013,55.4,0.076,0.033,1,1
13014,18.7,2.801,1.915,11,0
13015,8.9,0.698,2.345,9,0
13016,14.7,1.879,1.435,13,0
13017,119.1,0.042,0.017,1,1
13018,4.7,0.643,2.085,9,0
13019,17.5,0.719,1.021,6,0
13020,9.6,1.455,2.237,5,0
13021,15.2,0.835,1.745,6,0
13022,120.9,0.039,0.012,1,1
13023,126.2,0.048,0.051,2,1
13024,2.5,2.228,0.771,6,0
13025,19.5,1.866,1.388,11,0
13026,16.6,1.449,1.379,6,0
13027,3.7,0.824,1.713,3,0
13028,20.0,1.119,1.796,13,0
13029,12.9,1.549,0.889,14,0
13030,17.4,2.81,1.14,13,0
13031,3.2,1.007,0.704,13,0
13032,9.0,1.533,0.665,3,0
13033,14.1,2.331,2.133,6,0
13034,56.2,0.06,0.059,2,1
13035,10.8,2.914,1.33,12,0
13036,10.0,0.977,0.601,9,0
13037,256.4,0.035,0.036,1,1
13038,7.4,1.306,1.018,14,0
13039,19.4,0.874,2.034,7,0
13040,7.2,1.871,0.603,12,0
13041,5.8,2.747,1.348,10,0
13042,52.2,0.01,0.047,2,1
13043,14.1,0.839,2.47,9,0
13044,15.1,0.79,0.588,6,0
13045,15.6,2.779,0.639,9,0
13046,2.7,1.719,2.475,3,0
13047,169.4,0.045,0.03,2,1
13048,64.1,0.039,0.036,1,1
13049,18.3,2.983,2.045,14,0
13050,12.8,2.678,1.061,5,0
13051,2.9,1.536,0.85,10,0
13052,9.1,2.396,0.98,10,0
